observation_date,EA19PRINTO01IXOBSAM
1998-12-01,87.9926672777269
1999-01-01,89.3925506207816
1999-02-01,88.3926339471711
1999-03-01,88.4926256145321
1999-04-01,89.0925756186984
1999-05-01,89.1925672860595
1999-06-01,89.8925089575869
1999-07-01,90.5924506291142
1999-08-01,90.4924589617532
1999-09-01,91.2923923006416
1999-10-01,92.2923089742522
1999-11-01,92.5922839763353
1999-12-01,92.2923089742522
2000-01-01,92.0923256395300
2000-02-01,93.1922339805016
2000-03-01,93.5922006499458
2000-04-01,94.5921173235564
2000-05-01,95.8920089992501
2000-06-01,94.6921089909174
2000-07-01,95.7920173318890
2000-08-01,95.7920173318890
2000-09-01,95.8920089992501
2000-10-01,96.0919923339722
2000-11-01,97.0919090075827
2000-12-01,97.6918590117490
2001-01-01,96.8919256728606
2001-02-01,97.2918923423048
2001-03-01,96.7919340054996
2001-04-01,95.8920089992501
2001-05-01,96.1919840013332
2001-06-01,96.1919840013332
2001-07-01,94.3921339888343
2001-08-01,96.6919423381385
2001-09-01,95.3920506624448
2001-10-01,94.0921589867511
2001-11-01,93.4922089825848
2001-12-01,94.1921506541122
2002-01-01,94.1921506541122
2002-02-01,94.4921256561953
2002-03-01,95.2920589950838
2002-04-01,95.0920756603616
2002-05-01,95.4920423298059
2002-06-01,95.8920089992501
2002-07-01,95.1920673277227
2002-08-01,95.5920339971669
2002-09-01,95.8920089992501
2002-10-01,95.2920589950838
2002-11-01,95.8920089992501
2002-12-01,94.4921256561953
2003-01-01,95.9920006666111
2003-02-01,96.1919840013332
2003-03-01,95.3920506624448
2003-04-01,95.7920173318890
2003-05-01,94.1921506541122
2003-06-01,94.1921506541122
2003-07-01,95.7920173318890
2003-08-01,94.7921006582785
2003-09-01,94.4921256561953
2003-10-01,96.8919256728606
2003-11-01,96.5919506707774
2003-12-01,96.7919340054996
2004-01-01,96.6919423381385
2004-02-01,97.1919006749438
2004-03-01,96.8919256728606
2004-04-01,97.7918506791101
2004-05-01,97.8918423464712
2004-06-01,97.8918423464712
2004-07-01,98.6917756853596
2004-08-01,96.5919506707774
2004-09-01,98.0918256811932
2004-10-01,98.5917840179985
2004-11-01,97.4918756770269
2004-12-01,97.4918756770269
2005-01-01,98.2918090159154
2005-02-01,98.0918256811932
2005-03-01,97.9918340138322
2005-04-01,99.4917090242480
2005-05-01,98.0918256811932
2005-06-01,98.9917506874427
2005-07-01,99.5917006916090
2005-08-01,98.3918006832764
2005-09-01,99.7916840263312
2005-10-01,99.9916673610533
2005-11-01,101.5915340388300
2005-12-01,100.4916256978590
2006-01-01,101.2915590367470
2006-02-01,101.2915590367470
2006-03-01,101.9915007082740
2006-04-01,102.2914757103570
2006-05-01,103.8913423881340
2006-06-01,103.7913507207730
2006-07-01,103.4913757186900
2006-08-01,103.7913507207730
2006-09-01,103.8913423881340
2006-10-01,103.6913590534120
2006-11-01,104.5912840596620
2006-12-01,106.1911507374390
2007-01-01,105.6911924006330
2007-02-01,106.2911424048000
2007-03-01,106.8910924089660
2007-04-01,105.4912090659110
2007-05-01,107.3910507457710
2007-06-01,107.4910424131320
2007-07-01,107.5910340804930
2007-08-01,108.3909674193820
2007-09-01,107.8910090825760
2007-10-01,108.7909340888260
2007-11-01,108.0909924172990
2007-12-01,108.5909507541040
2008-01-01,109.4908757603530
2008-02-01,109.3908840929920
2008-03-01,108.7909340888260
2008-04-01,110.0908257645200
2008-05-01,106.8910924089660
2008-06-01,107.0910757436880
2008-07-01,106.0911590700770
2008-08-01,105.6911924006330
2008-09-01,104.8912590617450
2008-10-01,102.2914757103570
2008-11-01,98.5917840179985
2008-12-01,94.8920923256395
2009-01-01,91.0924089659195
2009-02-01,89.0925756186984
2009-03-01,87.7926839430048
2009-04-01,86.6927756020332
2009-05-01,88.7926006166153
2009-06-01,89.2925589534206
2009-07-01,89.4925422881426
2009-08-01,89.5925339555037
2009-09-01,91.6923589700858
2009-10-01,91.2923923006416
2009-11-01,91.5923673027248
2009-12-01,91.5923673027248
2010-01-01,93.1922339805016
2010-02-01,92.5922839763353
2010-03-01,94.2921423214732
2010-04-01,94.7921006582785
2010-05-01,96.4919590034164
2010-06-01,96.5919506707774
2010-07-01,96.1919840013332
2010-08-01,97.0919090075827
2010-09-01,97.1919006749438
2010-10-01,97.9918340138322
2010-11-01,98.8917590200817
2010-12-01,99.6916923589701
2011-01-01,99.0917423548038
2011-02-01,100.0916590284140
2011-03-01,100.1916506957750
2011-04-01,99.7916840263312
2011-05-01,100.3916340304970
2011-06-01,98.9917506874427
2011-07-01,99.9916673610533
2011-08-01,100.0916590284140
2011-09-01,99.0917423548038
2011-10-01,98.7917673527206
2011-11-01,99.0917423548038
2011-12-01,98.4917923506374
2012-01-01,97.6918590117490
2012-02-01,98.3918006832764
2012-03-01,98.1918173485543
2012-04-01,97.3918840096659
2012-05-01,98.2918090159154
2012-06-01,97.3918840096659
2012-07-01,97.6918590117490
2012-08-01,98.3918006832764
2012-09-01,96.5919506707774
2012-10-01,95.7920173318890
2012-11-01,95.0920756603616
2012-12-01,95.5920339971669
2013-01-01,95.1920673277227
2013-02-01,95.3920506624448
2013-03-01,96.3919673360554
2013-04-01,96.5919506707774
2013-05-01,96.7919340054996
2013-06-01,96.7919340054996
2013-07-01,95.9920006666111
2013-08-01,96.3919673360554
2013-09-01,96.5919506707774
2013-10-01,96.0919923339722
2013-11-01,97.3918840096659
2013-12-01,97.1919006749438
2014-01-01,96.8919256728606
2014-02-01,97.5918673443880
2014-03-01,96.9919173402216
2014-04-01,98.5917840179985
2014-05-01,97.7918506791101
2014-06-01,97.2918923423048
2014-07-01,98.0918256811932
2014-08-01,96.2919756686943
2014-09-01,97.3918840096659
2014-10-01,97.0919090075827
2014-11-01,96.7919340054996
2014-12-01,98.1918173485543
2015-01-01,97.6918590117490
2015-02-01,99.9916673610533
2015-03-01,100.0916590284140
2015-04-01,99.5917006916090
2015-05-01,100.2916423631360
2015-06-01,100.4916256978590
2015-07-01,100.9915840346640
2015-08-01,99.7916840263312
2015-09-01,100.2916423631360
2015-10-01,100.4916256978590
2015-11-01,99.9916673610533
2015-12-01,100.0916590284140
2016-01-01,102.7914340471630
2016-02-01,100.8915923673030
2016-03-01,100.4916256978590
2016-04-01,101.8915090409130
2016-05-01,100.3916340304970
2016-06-01,101.3915507041080
2016-07-01,101.2915590367470
2016-08-01,101.2915590367470
2016-09-01,101.4915423714690
2016-10-01,102.2914757103570
2016-11-01,102.7914340471630
2016-12-01,102.3914673777190
2017-01-01,101.9915007082740
2017-02-01,102.5914507124410
2017-03-01,102.3914673777190
2017-04-01,103.2913923839680
2017-05-01,103.6913590534120
2017-06-01,103.3913840513290
2017-07-01,104.8912590617450
2017-08-01,105.5912007332720
2017-09-01,105.0912423964670
2017-10-01,105.1912340638280
2017-11-01,107.8910090825760
2017-12-01,107.9910007499380
2018-01-01,105.7911840679940
2018-02-01,104.9912507291060
2018-03-01,105.1912340638280
2018-04-01,105.0912423964670
2018-05-01,106.4911257395220
2018-06-01,106.0911590700770
2018-07-01,104.7912673943840
2018-08-01,106.3911340721610
2018-09-01,105.3912173985500
2018-10-01,105.6911924006330
2018-11-01,104.2913090575790
2018-12-01,104.5912840596620
2019-01-01,105.5912007332720
2019-02-01,105.3912173985500
2019-03-01,105.5912007332720
2019-04-01,105.3912173985500
2019-05-01,105.6911924006330
2019-06-01,104.2913090575790
2019-07-01,104.1913173902170
2019-08-01,104.5912840596620
2019-09-01,104.3913007249400
2019-10-01,104.9912507291060
2019-11-01,103.6913590534120
2019-12-01,101.6915257061910
2020-01-01,104.1913173902170
2020-02-01,103.7913507207730
2020-03-01,92.5922839763353
2020-04-01,75.3937171902342
2020-05-01,85.7928505957837
2020-06-01,93.1922339805016
2020-07-01,98.0918256811932
2020-08-01,98.6917756853596
2020-09-01,98.6917756853596
2020-10-01,101.7915173735520
2020-11-01,104.6912757270230
2020-12-01,104.5912840596620
2021-01-01,105.5912007332720
2021-02-01,104.0913257228560
2021-03-01,105.1912340638280
2021-04-01,106.3911340721610
2021-05-01,104.7912673943840
2021-06-01,102.9914173818850
2021-07-01,106.3911340721610
2021-08-01,104.1913173902170
2021-09-01,104.5912840596620
2021-10-01,104.7912673943840
2021-11-01,105.6911924006330
2021-12-01,109.1909007582700
2022-01-01,106.6911090742440
2022-02-01,106.8910924089660
2022-03-01,106.2911424048000
2022-04-01,105.1912340638280
2022-05-01,108.0909924172990
2022-06-01,106.8910924089660
2022-07-01,105.9911674027160
2022-08-01,110.3908007666030
2022-09-01,110.3908007666030
2022-10-01,108.8909257561870
2022-11-01,108.6909424214650
2022-12-01,106.5911174068830
2023-01-01,106.9910840763270
2023-02-01,108.6909424214650
2023-03-01,104.0913257228560
2023-04-01,105.1912340638280
2023-05-01,105.2912257311890
2023-06-01,105.1912340638280
2023-07-01,103.7913507207730
2023-08-01,104.3913007249400
2023-09-01,103.3913840513290
2023-10-01,102.6914423798020
