dataset,spec,pre_beta,pre_p,pre_p_cluster,pre_r2,post_beta,post_p,post_p_cluster,post_r2
BA_bitcoin_analysis_cleaned_PRICE_CORRECTED.csv,level,-0.13681717977400165,0.0007428685509818564,0.000377833832237559,0.13256429646325085,-0.470469293949516,3.1305599066700043e-12,9.591503641398708e-16,0.37148395638314347
BA_bitcoin_analysis_cleaned_PRICE_CORRECTED.csv,diff,0.6831878732534734,0.079534492540001,0.11689324293769723,0.015293613459035016,0.15598872480005374,0.3168854312447871,0.3873825223677885,0.03443405668335886
