Date,Price,Returns,Market_Cap,Energy_TWh_Annual,fear_greed_index,electricity_price,daily_cost_usd,cumulative_cost,CEIR,log_CEIR,post_china_ban,in_analysis_period,construction
2021-07-31,40668.17,0.0237246980480387,766555726019.5587,67.1870862242427,60.0,0.05835850000000001,10742294.716212243,10017293895.943956,76.52323411714418,4.337594408670342,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-01,41535.38,0.0213240477749552,782944193346.3395,67.8930129414629,60.0,0.05788,10766157.778224308,10028060053.722181,78.07533951252405,4.357674251703063,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-02,41073.64,-0.0111167876639144,774282274192.0399,68.0832215957493,48.0,0.05788,10796320.180717723,10038856373.902899,77.12853390400834,4.345473301649192,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-03,38835.43,-0.0544926137542228,732129212157.6652,68.7348197149783,48.0,0.05788,10899647.575624505,10049756021.478523,72.85044637829468,4.2884086599840705,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-04,38062.45,-0.0199039897330866,717595716031.106,67.7461168484085,42.0,0.05788,10742863.679961327,10060498885.158485,71.32804488351191,4.267289586458419,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-05,39733.39,0.0438999591460875,749138618776.4384,68.0844194855167,50.0,0.05788,10796510.13649783,10071295395.294983,74.38354147833,4.309234700677912,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-06,40896.0,0.0292602770616854,771100267135.6523,67.995187677118,52.0,0.05788,10782360.171922164,10082077755.466906,76.48227734779479,4.3370590453368845,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-07,42724.49,0.0447107296557121,805620208857.404,68.4228638311367,69.0,0.05788,10850179.064510114,10092927934.531416,79.82026762532378,4.379777452475451,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-08,43972.18,0.0292031572524329,829191597336.6373,68.6744186232386,74.0,0.05788,10890069.451816576,10103818003.983232,82.06715491210795,4.4075378744403535,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-09,43646.75,-0.0074008156975614,823099285835.1736,69.2404166872928,65.0,0.05788,10979822.78865892,10114797826.77189,81.37575262815346,4.399077349372641,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-10,45442.55,0.0411439568810965,857011034200.1107,68.9888618951909,71.0,0.05788,10939932.401352463,10125737759.173243,84.63689802984636,4.438370318452652,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-11,45644.25,0.0044385713389762,860861308641.9413,69.6806377916459,70.0,0.05788,11049631.00104237,10136787390.174286,84.92447118663895,4.441762287199341,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-12,46350.0,0.0154619694704152,874218984366.7373,69.1146397275917,70.0,0.05788,10959877.66420002,10147747267.838486,86.14906947253425,4.456079161668178,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-13,44474.02,-0.0404742179072277,838880792820.0199,68.5787834865533,70.0,0.05788,10874904.077264948,10158622171.91575,82.57820584558867,4.413745793963614,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-14,47614.16,0.0706061651274161,898159250822.7291,69.1440240473393,76.0,0.05788,10964537.29276712,10169586709.208517,88.3181663625966,4.480945821020203,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-15,46665.0,-0.0199344060674387,880302296485.4777,71.4900038145401,71.0,0.05788,11336551.837768715,10180923261.046286,86.4658610927404,4.459749666587261,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-16,46305.74,-0.0076987035251259,873572040414.4601,72.7961174795732,72.0,0.05788,11543669.259500539,10192466930.305786,85.70761586844333,4.450941688264938,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-17,46053.01,-0.0054578546849698,868850863195.2627,74.0270210188535,72.0,0.05788,11738860.20978422,10204205790.51557,85.14634857744905,4.444371523951401,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-18,44975.26,-0.0234023791278789,848563224534.4357,73.8929504456055,73.0,0.05788,11717599.922716843,10215923390.438286,83.06280226500704,4.4195969754736995,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-19,44536.34,-0.0097591431378052,840327047392.587,74.7895527822125,70.0,0.05788,11859778.94529989,10227783169.383585,82.16121064318891,4.40868330070148,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-20,46583.75,0.0459716716730653,879005409042.0472,76.1238162461141,70.0,0.05788,12071360.23102763,10239854529.614613,85.84159145033573,4.452503637879565,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-21,48653.93,0.0444399602865805,918117567808.0912,76.5287296693344,78.0,0.05788,12135569.515783768,10251990099.130396,89.555057986836,4.494853609176716,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-22,49022.5,0.0075753387239221,925122161803.7612,75.3139885269739,76.0,0.05788,11942941.523126712,10263933040.653522,90.13330057196643,4.50128969202393,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-23,48393.74,-0.0128259472691111,913305477532.942,77.7434716843945,79.0,0.05788,12328197.646829462,10276261238.300352,88.87526857812722,4.487233910094954,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-24,49503.25,0.0229267256467469,934294562457.906,76.5287296693344,79.0,0.05788,12135569.515783768,10288396807.816135,90.81051012224944,4.5087750291537425,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-25,48350.0,-0.0232964502330654,912577608949.4368,78.8679158190912,73.0,0.05788,12506506.7605726,10300903314.576708,88.59199830155255,4.484041540909044,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-26,48669.88,0.0066159255429161,918664247236.0812,79.6321201985376,75.0,0.05788,12627690.731757144,10313531005.308464,89.07368841604652,4.489463986893417,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-27,47028.5,-0.0337247595432739,887729931017.7068,79.9914106311438,71.0,0.05788,12684665.335152337,10326215670.643616,85.96856383132041,4.453981692583518,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-28,48915.33,0.0401209904632298,923395828653.0968,79.2937558809842,78.0,0.05788,12574034.494222917,10338789705.137838,89.31372578303022,4.492155180248447,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-29,48745.58,-0.0034702822203181,920240483692.398,80.1472805426822,72.0,0.05788,12709382.459754644,10351499087.597593,88.89924791617501,4.487503682598528,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-30,48788.25,0.0008753614173837,921095145531.6896,77.1690063395695,73.0,0.05788,12237101.608039131,10363736189.205633,88.87674567508364,4.487250529844245,1,1,canonical_v2_cambridge_prices_freeze_last
2021-08-31,48664.75,-0.0025313471993768,918812505152.956,77.7803751840482,73.0,0.05788,12334049.631925233,10376070238.837559,88.55110692233436,4.483579864685261,1,1,canonical_v2_cambridge_prices_freeze_last
2021-09-01,47003.0,-0.0341468927714618,887485189639.5554,76.6083785078711,71.0,0.054041500000000006,11342552.567487989,10387412791.405046,85.43852135864819,4.447797068866533,1,1,canonical_v2_cambridge_prices_freeze_last
2021-09-02,48267.16,0.0268953045550284,911402899159.8132,76.6293772832877,74.0,0.054041500000000006,11345661.623163814,10398758453.02821,87.64535721035088,4.473298640316281,1,1,canonical_v2_cambridge_prices_freeze_last
2021-09-03,49550.91,0.0265967585414181,935693054028.9894,76.5753558011766,74.0,0.054041500000000006,11337663.261724072,10410096116.289934,89.88322908611742,4.498511373308602,1,1,canonical_v2_cambridge_prices_freeze_last
