Pre_ban_N,Post_ban_N,Pre_ban_CEIR_coef,Post_ban_CEIR_coef,Chow_pvalue,Pre_ban_p_hac,Post_ban_p_hac
872,1408,-0.23574594228205537,0.14240375782449718,1.1102230246251565e-16,0.4239409869926475,0.37831561770870814
