Pre_ban_N,Post_ban_N,Pre_ban_CEIR_coef,Post_ban_CEIR_coef,Chow_pvalue,Pre_ban_p_hac,Post_ban_p_hac,Pre_ban_p_cluster,Post_ban_p_cluster,Econ_impact_1sd_30d_pct
872,1408,-0.262347427051995,-0.07081070948464456,1.1102230246251565e-16,0.0005156475703374068,0.13312545559520997,0.0007345332732709618,0.12582057266841074,-12.620199236189453
