Date,Price,Returns,Returns_forward,Market_Cap,Energy_TWh_Annual,electricity_price,daily_cost_usd,cumulative_cost,CEIR,CEIR_stable,log_CEIR,fear_greed_index,post_china_ban,in_analysis_period
2023-03-10,20222.0,-0.0811301798889195,0.3818984274552468,391742535402.66736,102.49348111965,0.076234375,21406921.848577578,27947718596.91198,14.016977237131336,14.016977237131336,2.640269254732348,34.0,1,1
2023-03-11,20099.0,-0.0060824844229057,0.3955420667694911,389375294278.2614,103.680723591858,0.076234375,21654890.856364515,27969373487.768345,13.921487889192235,13.921487889192235,2.6334335377854914,33.0,1,1
2023-03-12,20527.0,0.0212945917707347,0.4198372874750329,397682732071.1536,104.151453147475,0.076234375,21753208.04394393,27991126695.81229,14.207457112851776,14.207457112851776,2.653766975557223,33.0,1,1
2023-03-13,21027.0,0.0243581624202269,0.4359632852998525,407385780874.9696,106.803836092272,0.076234375,22307188.19752547,28013433884.00981,14.542514943428875,14.542514943428875,2.677076424371712,49.0,1,1
2023-03-14,24234.0,0.1525181908974175,0.23665098621771063,469538217619.5048,104.995361210672,0.076234375,21929467.780259788,28035363351.79008,16.748069633615952,16.748069633615952,2.818283005875501,56.0,1,1
2023-03-15,24641.0,0.0167945861186762,0.22924759547096296,477442917044.6521,106.526863325211,0.076234375,22249339.304953106,28057612691.095028,17.01651962699534,17.01651962699534,2.834184614984292,50.0,1,1
2023-03-16,24375.25,-0.0107848707438821,0.24995641070347996,472312542465.2408,106.530390291206,0.076234375,22250075.951660704,28079862767.046688,16.820329443330696,16.820329443330696,2.8225882407579075,52.0,1,1
2023-03-17,24752.0,0.0154562517307514,0.22466871363930196,479631790887.76575,107.838580930077,0.076234375,22523306.35093517,28102386073.397625,17.067297760235256,17.067297760235256,2.8371642208324626,51.0,1,1
2023-03-18,26826.0,0.0837912087912087,0.13577313054499363,519841373121.4332,107.59564192542,0.076234375,22472565.79426901,28124858639.19189,18.483341722366426,18.483341722366426,2.916869878998303,64.0,1,1
2023-03-19,27405.0,0.0215835383583091,0.0749863163656268,531082479827.3097,106.32756686888,0.076234375,22207713.987725407,28147066353.17962,18.868129032115498,18.868129032115498,2.937474204073398,63.0,1,1
2023-03-20,27980.0,0.0209815727057105,0.08720514653323796,542246948272.6596,106.081516946493,0.076234375,22156323.680733703,28169222676.86035,19.249624119663377,19.249624119663377,2.9574915342919,66.0,1,1
2023-03-21,28103.0,0.0043959971408149,0.04070739778671317,544652271444.6693,106.28404003407,0.076234375,22198622.91636248,28191421299.776714,19.31978759258169,19.31978759258169,2.961129834551145,68.0,1,1
2023-03-22,28153.0,0.001779169483685,0.0017760096614924947,545642935453.9912,107.841561783162,0.076234375,22523928.9357897,28213945228.712505,19.33947666768369,19.33947666768369,2.962148430077009,62.0,1,1
2023-03-23,27400.0,-0.0267467055020779,-0.005145985401459829,531069831193.3112,113.356056708346,0.076234375,23675693.52226113,28237620922.234768,18.807173332904192,18.807173332904192,2.93423835732116,57.0,1,1
2023-03-24,28333.0,0.034051094890511,-0.024529700349415928,549175093385.5389,116.525853444275,0.076234375,24337741.393605206,28261958663.62837,19.43160061628347,19.43160061628347,2.9669006386008165,61.0,1,1
2023-03-25,27629.03,-0.0248462923093213,-0.006062102071625275,535551330915.9584,116.621705377425,0.076234375,24357761.15310173,28286316424.781475,18.93322986540464,18.93322986540464,2.9409185721886746,64.0,1,1
2023-03-26,27380.75,-0.008986200384161,0.0026295846534518663,530759761269.6467,118.035548078268,0.076234375,24653058.179532085,28310969482.961006,18.74749508628043,18.74749508628043,2.931060148093383,64.0,1,1
2023-03-27,27860.75,0.0175305643563452,0.004244322209560059,540085639386.24506,119.295320825449,0.076234375,24916175.954938594,28335885658.915943,19.060129119920628,19.060129119920628,2.947598672595588,64.0,1,1
2023-03-28,27044.25,-0.0293064615992031,0.05064847425977792,524278364475.0274,119.617909767062,0.076234375,24983552.30109141,28360869211.21704,18.48597659579734,18.48597659579734,2.9170124227916565,59.0,1,1
2023-03-29,27310.0,0.009826488070477,0.08502380080556571,529451097423.2249,119.978784231111,0.076234375,25058925.01128384,28385928136.22832,18.65188606419032,18.65188606419032,2.925947270423789,57.0,1,1
2023-03-30,28392.0,0.0396191871109483,0.035643843336151004,550449255800.8423,118.628441438609,0.076234375,24776890.658346463,28410705026.886665,19.37471299215985,19.37471299215985,2.963968761821814,60.0,1,1
2023-03-31,28154.5,-0.0083650324034939,0.04025999396188884,545866274169.0316,116.629787068987,0.076234375,24359449.105718646,28435064475.992386,19.196941671431915,19.196941671431915,2.9547509783998094,63.0,1,1
2023-04-01,28392.5,0.0084533555914685,0.04224707229021751,550502391930.3182,116.04945916033,0.076234375,24238241.063495293,28459302717.05588,19.343495425852364,19.343495425852364,2.96235620926075,61.0,1,1
2023-04-02,28467.25,0.0026327375187109,-0.028076122561891292,551973483112.3062,116.61899321362,0.076234375,24357194.687039893,28483659911.74292,19.378601093490264,19.378601093490264,2.964169420858864,63.0,1,1
2023-04-03,28172.0,-0.0103715673273674,0.018564532159591085,546270179914.3647,114.658769055966,0.076234375,23947779.71849564,28507607691.46141,19.16225962650606,19.16225962650606,2.95294270016654,63.0,1,1
2023-04-04,27592.0,-0.0205878176913246,0.03395911858509715,535044742787.1519,117.873266196194,0.076234375,24619163.77445336,28532226855.235867,18.75229527305428,18.75229527305428,2.931316159487264,62.0,1,1
2023-04-05,28260.5,0.0242280371122063,0.021991826046956042,548029400751.9572,116.732469348347,0.076234375,24380895.4602134,28556607750.69608,19.19098394096192,19.19098394096192,2.954440582335277,62.0,1,1
2023-04-06,28154.0,-0.0037685108189876,0.04873197414221786,545985628604.52594,117.200268763932,0.076234375,24478600.654932544,28581086351.351013,19.10303974777773,19.10303974777773,2.9498474714880203,63.0,1,1
2023-04-07,27997.0,-0.0055764722597144,0.030503268207307865,542962307536.2341,117.448994497399,0.076234375,24530549.83530864,28605616901.18632,18.98096829765334,18.98096829765334,2.943436808616686,64.0,1,1
2023-04-08,27889.0,-0.0038575561667321,0.03655742407400764,540889060119.59534,118.397776301029,0.076234375,24728713.63753084,28630345614.823853,18.89215964754337,18.89215964754337,2.9387470025350786,61.0,1,1
2023-04-09,27944.75,0.0019989960199362,-0.013911378702618604,541991587769.0414,118.040831097454,0.076234375,24654161.59779444,28654999776.421646,18.91438115504755,18.91438115504755,2.939922540396592,61.0,1,1
2023-04-10,28049.0,0.0037305755106058,-0.013904239010303354,544034890175.9351,117.241383553879,0.076234375,24487187.94346642,28679486964.365112,18.96947776129713,18.96947776129713,2.942831253852482,62.0,1,1
2023-04-11,29145.0,0.0390744768084423,-0.04357522731171726,565314954908.044,116.472282571841,0.076234375,24326552.511473123,28703813516.876587,19.694768243099944,19.694768243099944,2.980353029057363,68.0,1,1
2023-04-12,30194.0,0.0359924515354264,-0.1055259323044313,585684999680.278,119.512518246966,0.076234375,24961540.09105082,28728775056.96764,20.38670282735326,20.38670282735326,3.0148828661331635,65.0,1,1
2023-04-13,29969.0,-0.0074518116182022,-0.1060095431946344,581343377034.3641,117.908178474984,0.076234375,24626455.598435227,28753401512.56607,20.21824711000889,20.21824711000889,3.0065855189347928,61.0,1,1
2023-04-14,30289.89,0.0107073976442324,-0.11323547229785247,587591076487.1039,117.898094501534,0.076234375,24624349.44661748,28778025862.012688,20.41804671746892,20.41804671746892,3.016419152797342,68.0,1,1
2023-04-15,30468.0,0.0058801798223764,-0.1160890114218196,591069366824.9915,119.424026197123,0.076234375,24943057.52635972,28802968919.539047,20.521126432352887,20.521126432352887,3.0214549131601043,68.0,1,1
2023-04-16,30313.0,-0.0050873047131416,-0.0976917494144427,588085437299.2849,117.224290449792,0.076234375,24483617.85550236,28827452537.39455,20.40018751349704,20.40018751349704,3.0155440926460164,68.0,1,1
